customer_id,phone_service,internet_service,contract_type,payment_type,monthly_charges,total_charges,is_female,has_churned,has_phone,has_internet,has_phone_and_internet,tenure,is_senior,has_partner,has_dependents
0168-XZKBB,2,2,0,Electronic check,86.85,1564.4,TRUE,FALSE,TRUE,TRUE,TRUE,18.01,FALSE,TRUE,FALSE
0177-PXBAT,2,2,0,Bank transfer (automatic),109.9,3694.7,FALSE,FALSE,TRUE,TRUE,TRUE,33.62,TRUE,TRUE,FALSE
0178-CIIKR,1,0,0,Mailed check,19.95,58,TRUE,FALSE,TRUE,FALSE,FALSE,2.91,FALSE,FALSE,FALSE
0178-SZBHO,2,2,0,Electronic check,87.2,4017.45,FALSE,FALSE,TRUE,TRUE,TRUE,46.07,FALSE,TRUE,TRUE
0187-QSXOE,1,2,0,Electronic check,89,605.45,FALSE,FALSE,TRUE,TRUE,TRUE,6.8,TRUE,TRUE,FALSE
0187-WZNAB,1,2,0,Mailed check,74.4,1972.35,TRUE,FALSE,TRUE,TRUE,TRUE,26.51,FALSE,TRUE,TRUE
0188-GWFLE,1,0,0,Mailed check,20.05,33.7,FALSE,FALSE,TRUE,FALSE,FALSE,1.68,FALSE,FALSE,FALSE
0191-ZHSKZ,1,1,0,Electronic check,74.75,2111.3,FALSE,FALSE,TRUE,TRUE,TRUE,28.24,TRUE,FALSE,FALSE
0195-IESCP,2,2,0,Electronic check,85.25,855.3,FALSE,TRUE,TRUE,TRUE,TRUE,10.03,FALSE,TRUE,FALSE
0196-JTUQI,2,2,0,Credit card (automatic),75.2,633.85,TRUE,FALSE,TRUE,TRUE,TRUE,8.43,FALSE,FALSE,FALSE
0196-VULGZ,2,2,0,Electronic check,84.35,474.9,TRUE,TRUE,TRUE,TRUE,TRUE,5.63,TRUE,TRUE,FALSE
0207-MDKNV,1,2,0,Electronic check,105.1,1582.75,TRUE,TRUE,TRUE,TRUE,TRUE,15.06,FALSE,FALSE,FALSE
0208-BPQEJ,1,0,0,Bank transfer (automatic),19.4,198.1,TRUE,FALSE,TRUE,FALSE,FALSE,10.21,FALSE,TRUE,TRUE
0212-ISBBF,0,1,0,Electronic check,50.35,1098.85,TRUE,FALSE,FALSE,TRUE,FALSE,21.82,FALSE,FALSE,FALSE
0215-BQKGS,1,2,0,Credit card (automatic),84.3,2438.6,FALSE,FALSE,TRUE,TRUE,TRUE,28.93,FALSE,FALSE,FALSE
0219-YTZUE,2,2,0,Bank transfer (automatic),84.8,371.9,FALSE,TRUE,TRUE,TRUE,TRUE,4.39,FALSE,TRUE,TRUE
0220-EBGCE,1,2,0,Electronic check,85.85,167.3,FALSE,TRUE,TRUE,TRUE,TRUE,1.95,FALSE,FALSE,FALSE
0221-WMXNQ,1,2,0,Electronic check,75.35,273.4,FALSE,FALSE,TRUE,TRUE,TRUE,3.63,TRUE,FALSE,FALSE
0222-CNVPT,0,1,0,Credit card (automatic),48.8,2555.05,FALSE,FALSE,FALSE,TRUE,FALSE,52.36,TRUE,FALSE,FALSE
0224-HJAPT,2,1,0,Electronic check,47.15,223.15,FALSE,TRUE,TRUE,TRUE,TRUE,4.73,FALSE,FALSE,FALSE
0224-RLWWD,1,1,0,Electronic check,44.3,89.3,TRUE,FALSE,TRUE,TRUE,TRUE,2.02,TRUE,FALSE,FALSE
0225-ZORZP,1,2,0,Electronic check,84.3,235.05,FALSE,FALSE,TRUE,TRUE,TRUE,2.79,FALSE,FALSE,FALSE
0228-MAUWC,2,1,0,Electronic check,59.55,1144.6,FALSE,FALSE,TRUE,TRUE,TRUE,19.22,FALSE,FALSE,FALSE
0231-LXVAP,1,2,0,Electronic check,75.9,75.9,FALSE,TRUE,TRUE,TRUE,TRUE,1,FALSE,FALSE,FALSE
0235-KGSLC,1,2,0,Credit card (automatic),85.55,85.55,TRUE,TRUE,TRUE,TRUE,TRUE,1,FALSE,FALSE,FALSE
0236-HFWSV,2,2,0,Electronic check,93.35,1444.65,FALSE,TRUE,TRUE,TRUE,TRUE,15.48,FALSE,FALSE,FALSE
0237-YFUTL,2,2,0,Bank transfer (automatic),109.65,5405.8,TRUE,FALSE,TRUE,TRUE,TRUE,49.3,FALSE,TRUE,FALSE
0239-OXEXL,2,2,0,Mailed check,84.25,3847.6,TRUE,FALSE,TRUE,TRUE,TRUE,45.67,FALSE,FALSE,FALSE
0247-SLUJI,1,0,0,Mailed check,19.7,19.7,FALSE,FALSE,TRUE,FALSE,FALSE,1,FALSE,TRUE,TRUE
0248-IPDFW,2,1,0,Electronic check,50.1,50.1,TRUE,FALSE,TRUE,TRUE,TRUE,1,FALSE,FALSE,FALSE
0256-LTHVJ,1,2,0,Electronic check,81.05,2227.1,TRUE,TRUE,TRUE,TRUE,TRUE,27.48,FALSE,TRUE,TRUE
0257-KXZGU,2,1,0,Bank transfer (automatic),62.45,2045.55,TRUE,FALSE,TRUE,TRUE,TRUE,32.76,FALSE,TRUE,TRUE
0257-ZESQC,1,2,0,Bank transfer (automatic),75.2,1929.35,TRUE,TRUE,TRUE,TRUE,TRUE,25.66,TRUE,TRUE,FALSE
0258-NOKBL,1,2,0,Electronic check,90.4,268.45,FALSE,FALSE,TRUE,TRUE,TRUE,2.97,FALSE,FALSE,FALSE
0259-GBZSH,2,2,0,Electronic check,85.65,181.5,FALSE,TRUE,TRUE,TRUE,TRUE,2.12,FALSE,FALSE,FALSE
0260-ZDLGK,1,1,0,Mailed check,72.9,651.4,TRUE,TRUE,TRUE,TRUE,TRUE,8.94,FALSE,FALSE,TRUE
0265-EDXBD,2,2,0,Electronic check,74.9,2303.35,FALSE,TRUE,TRUE,TRUE,TRUE,30.75,TRUE,TRUE,FALSE
0265-PSUAE,1,2,0,Bank transfer (automatic),100.7,1522.7,TRUE,FALSE,TRUE,TRUE,TRUE,15.12,FALSE,TRUE,TRUE
0268-QKIWO,1,0,0,Electronic check,19.75,58.85,TRUE,TRUE,TRUE,FALSE,FALSE,2.98,FALSE,FALSE,FALSE
0274-JKUJR,0,1,0,Mailed check,58.85,465.7,FALSE,FALSE,FALSE,TRUE,FALSE,7.91,FALSE,TRUE,TRUE
0277-BKSQP,1,1,0,Electronic check,54.4,475.1,FALSE,FALSE,TRUE,TRUE,TRUE,8.73,FALSE,TRUE,TRUE
0278-YXOOG,1,0,0,Mailed check,21.05,113.85,FALSE,TRUE,TRUE,FALSE,FALSE,5.41,FALSE,FALSE,FALSE
0280-XJGEX,2,2,0,Bank transfer (automatic),103.7,5036.3,FALSE,TRUE,TRUE,TRUE,TRUE,48.57,FALSE,FALSE,FALSE
0282-NVSJS,0,1,0,Mailed check,29.3,355.9,TRUE,FALSE,FALSE,TRUE,FALSE,12.15,TRUE,TRUE,TRUE
0285-INHLN,1,1,0,Credit card (automatic),54.75,1510.3,FALSE,FALSE,TRUE,TRUE,TRUE,27.59,FALSE,TRUE,TRUE
0289-IVARM,1,1,0,Electronic check,60.55,1982.6,TRUE,FALSE,TRUE,TRUE,TRUE,32.74,FALSE,FALSE,FALSE
0292-WEGCH,2,1,0,Electronic check,86.2,4524.05,TRUE,FALSE,TRUE,TRUE,TRUE,52.48,FALSE,TRUE,TRUE
0295-PPHDO,2,2,0,Electronic check,95.45,95.45,FALSE,TRUE,TRUE,TRUE,TRUE,1,FALSE,FALSE,FALSE
0295-QVKPB,1,1,0,Credit card (automatic),63.95,318.1,FALSE,FALSE,TRUE,TRUE,TRUE,4.97,FALSE,FALSE,FALSE
0302-JOIVN,1,2,0,Electronic check,101.15,842.9,TRUE,TRUE,TRUE,TRUE,TRUE,8.33,FALSE,TRUE,FALSE
0303-WMMRN,1,0,0,Mailed check,19.25,86.05,FALSE,FALSE,TRUE,FALSE,FALSE,4.47,FALSE,FALSE,FALSE
0306-JAELE,1,2,0,Electronic check,96.1,453.4,FALSE,TRUE,TRUE,TRUE,TRUE,4.72,FALSE,FALSE,FALSE
0310-MVLET,2,2,0,Electronic check,99.15,6010.05,TRUE,TRUE,TRUE,TRUE,TRUE,60.62,FALSE,TRUE,TRUE
0310-VQXAM,1,0,0,Mailed check,19.85,178.8,FALSE,FALSE,TRUE,FALSE,FALSE,9.01,FALSE,FALSE,FALSE
0311-QYWSS,1,1,0,Electronic check,49.45,314.6,TRUE,FALSE,TRUE,TRUE,TRUE,6.36,FALSE,FALSE,FALSE
0311-UNPFF,1,2,0,Bank transfer (automatic),88.8,2274.35,TRUE,TRUE,TRUE,TRUE,TRUE,25.61,FALSE,FALSE,FALSE
0314-TKOSI,1,1,0,Mailed check,55.15,322.9,TRUE,FALSE,TRUE,TRUE,TRUE,5.85,FALSE,FALSE,FALSE
0315-LVCRK,1,2,0,Electronic check,84.8,888.75,FALSE,FALSE,TRUE,TRUE,TRUE,10.48,FALSE,FALSE,FALSE
0318-QUUOB,1,2,0,Electronic check,80.55,80.55,FALSE,TRUE,TRUE,TRUE,TRUE,1,FALSE,TRUE,FALSE
0319-QZTCO,1,1,0,Credit card (automatic),58.7,168.6,TRUE,FALSE,TRUE,TRUE,TRUE,2.87,FALSE,TRUE,TRUE
0320-JDNQG,1,2,0,Electronic check,99.85,2331.3,FALSE,TRUE,TRUE,TRUE,TRUE,23.35,FALSE,TRUE,TRUE
0322-CHQRU,1,1,0,Electronic check,45.35,89.5,FALSE,TRUE,TRUE,TRUE,TRUE,1.97,FALSE,FALSE,FALSE
0322-YINQP,1,1,0,Mailed check,48.55,48.55,FALSE,TRUE,TRUE,TRUE,TRUE,1,FALSE,FALSE,FALSE
0324-BRPCJ,2,2,0,Electronic check,100.2,6851.65,TRUE,TRUE,TRUE,TRUE,TRUE,68.38,TRUE,TRUE,FALSE
0325-XBFAC,1,2,0,Electronic check,94.7,740.3,FALSE,TRUE,TRUE,TRUE,TRUE,7.82,FALSE,FALSE,FALSE
0328-GRPMV,1,2,0,Electronic check,70.1,70.1,TRUE,TRUE,TRUE,TRUE,TRUE,1,FALSE,FALSE,FALSE
0329-GTIAJ,1,2,0,Electronic check,97.9,315.3,TRUE,TRUE,TRUE,TRUE,TRUE,3.22,FALSE,FALSE,FALSE
0330-IVZHA,1,2,0,Electronic check,69.95,330.15,TRUE,TRUE,TRUE,TRUE,TRUE,4.72,FALSE,TRUE,FALSE
0334-GDDSO,2,2,0,Electronic check,81.35,233.7,FALSE,TRUE,TRUE,TRUE,TRUE,2.87,TRUE,FALSE,FALSE
0337-CNPZE,2,2,0,Electronic check,106.3,4443.45,TRUE,TRUE,TRUE,TRUE,TRUE,41.8,FALSE,FALSE,FALSE
0345-HKJVM,1,2,0,Electronic check,89.3,577.6,TRUE,TRUE,TRUE,TRUE,TRUE,6.47,FALSE,FALSE,FALSE
0347-UBKUZ,1,0,0,Mailed check,19.9,320.45,TRUE,FALSE,TRUE,FALSE,FALSE,16.1,FALSE,FALSE,FALSE
0348-SDKOL,2,2,0,Credit card (automatic),102.1,5885.4,TRUE,TRUE,TRUE,TRUE,TRUE,57.64,FALSE,TRUE,FALSE
0354-WYROK,1,2,0,Electronic check,98.9,2911.3,TRUE,TRUE,TRUE,TRUE,TRUE,29.44,TRUE,TRUE,TRUE
0356-ERHVT,1,1,0,Bank transfer (automatic),45.9,521.9,FALSE,FALSE,TRUE,TRUE,TRUE,11.37,FALSE,TRUE,FALSE
0357-NVCRI,1,0,0,Credit card (automatic),20.05,471.7,TRUE,FALSE,TRUE,FALSE,FALSE,23.53,FALSE,FALSE,TRUE
0362-ZBZWJ,2,2,0,Electronic check,84.9,3067.2,FALSE,TRUE,TRUE,TRUE,TRUE,36.13,FALSE,FALSE,FALSE
0363-QJVFX,2,2,0,Credit card (automatic),108.15,3432.9,FALSE,TRUE,TRUE,TRUE,TRUE,31.74,FALSE,FALSE,FALSE
0365-BZUWY,2,2,0,Electronic check,102.55,1742.5,FALSE,FALSE,TRUE,TRUE,TRUE,16.99,FALSE,TRUE,FALSE
0365-GXEZS,1,2,0,Electronic check,78.2,1468.75,FALSE,FALSE,TRUE,TRUE,TRUE,18.78,FALSE,TRUE,FALSE
0365-TRTPY,2,2,0,Bank transfer (automatic),91.2,3382.3,TRUE,FALSE,TRUE,TRUE,TRUE,37.09,FALSE,FALSE,FALSE
0366-NQSHS,1,0,0,Mailed check,19.35,46.35,FALSE,FALSE,TRUE,FALSE,FALSE,2.4,FALSE,FALSE,FALSE
0374-AACSZ,1,1,0,Electronic check,50.15,50.15,TRUE,FALSE,TRUE,TRUE,TRUE,1,FALSE,FALSE,FALSE
0374-IOEGQ,1,1,0,Electronic check,44.6,122.7,TRUE,FALSE,TRUE,TRUE,TRUE,2.75,FALSE,FALSE,FALSE
0375-HVGXO,0,1,0,Electronic check,34.7,34.7,TRUE,TRUE,FALSE,TRUE,FALSE,1,FALSE,FALSE,FALSE
0376-OIWME,1,2,0,Electronic check,93.6,3366.05,FALSE,FALSE,TRUE,TRUE,TRUE,35.96,FALSE,TRUE,FALSE
0376-YMCJC,2,2,0,Electronic check,90.6,1943.2,FALSE,TRUE,TRUE,TRUE,TRUE,21.45,FALSE,FALSE,FALSE
0377-JBKKT,1,1,0,Mailed check,57.95,1271.8,FALSE,FALSE,TRUE,TRUE,TRUE,21.95,FALSE,TRUE,TRUE
0378-NHQXU,2,2,0,Electronic check,88.25,1460.65,TRUE,TRUE,TRUE,TRUE,TRUE,16.55,FALSE,TRUE,TRUE
0378-TOVMS,1,2,0,Electronic check,85.8,272.2,TRUE,TRUE,TRUE,TRUE,TRUE,3.17,FALSE,FALSE,FALSE
0380-ZCSBI,1,0,0,Credit card (automatic),20,198.7,FALSE,FALSE,TRUE,FALSE,FALSE,9.94,FALSE,FALSE,FALSE
0384-RVBPI,1,1,0,Credit card (automatic),64.4,1398.6,FALSE,FALSE,TRUE,TRUE,TRUE,21.72,FALSE,FALSE,FALSE
0388-EOPEX,1,2,0,Electronic check,74.4,139.4,TRUE,TRUE,TRUE,TRUE,TRUE,1.87,FALSE,TRUE,FALSE
0390-DCFDQ,1,2,0,Mailed check,70.45,70.45,TRUE,TRUE,TRUE,TRUE,TRUE,1,TRUE,TRUE,FALSE
0396-HUJBP,1,0,0,Mailed check,19.3,44.4,TRUE,FALSE,TRUE,FALSE,FALSE,2.3,FALSE,FALSE,FALSE
0396-UKGAI,1,1,0,Bank transfer (automatic),55.3,1284.2,FALSE,FALSE,TRUE,TRUE,TRUE,23.22,FALSE,FALSE,TRUE
0396-YCHWO,2,2,0,Electronic check,95.4,3474.2,FALSE,FALSE,TRUE,TRUE,TRUE,36.42,FALSE,TRUE,FALSE
0397-GZBBC,2,2,0,Bank transfer (automatic),93.85,5574.75,FALSE,TRUE,TRUE,TRUE,TRUE,59.4,TRUE,TRUE,FALSE
0402-CQAJN,2,2,0,Bank transfer (automatic),101.9,3545.35,TRUE,TRUE,TRUE,TRUE,TRUE,34.79,FALSE,FALSE,FALSE
0404-SWRVG,2,2,0,Electronic check,74.4,229.55,FALSE,TRUE,TRUE,TRUE,TRUE,3.09,FALSE,FALSE,FALSE
0407-BDJKB,2,2,0,Electronic check,95.75,5742.9,FALSE,TRUE,TRUE,TRUE,TRUE,59.98,FALSE,TRUE,FALSE
0410-IPFTY,1,2,0,Bank transfer (automatic),83.85,2674.15,TRUE,FALSE,TRUE,TRUE,TRUE,31.89,FALSE,TRUE,FALSE
0411-EZJZE,2,1,0,Electronic check,60.25,170.5,TRUE,FALSE,TRUE,TRUE,TRUE,2.83,FALSE,FALSE,FALSE
0415-MOSGF,1,1,0,Mailed check,44.4,44.4,TRUE,TRUE,TRUE,TRUE,TRUE,1,FALSE,FALSE,FALSE
0419-YAAPX,1,2,0,Credit card (automatic),85.3,4297.95,FALSE,FALSE,TRUE,TRUE,TRUE,50.39,FALSE,TRUE,FALSE
0420-BWTPW,0,1,0,Mailed check,25.5,215.2,FALSE,TRUE,FALSE,TRUE,FALSE,8.44,FALSE,FALSE,TRUE
0420-HLGXF,2,2,0,Electronic check,99.75,4036,TRUE,FALSE,TRUE,TRUE,TRUE,40.46,TRUE,FALSE,FALSE
0423-UDIJQ,1,1,0,Mailed check,49.2,447.9,FALSE,FALSE,TRUE,TRUE,TRUE,9.1,TRUE,FALSE,FALSE
0426-TIRNE,1,0,0,Mailed check,20.9,20.9,TRUE,TRUE,TRUE,FALSE,FALSE,1,FALSE,FALSE,FALSE
0428-IKYCP,1,2,0,Bank transfer (automatic),87,1850.65,FALSE,FALSE,TRUE,TRUE,TRUE,21.27,FALSE,TRUE,FALSE
0430-IHCDJ,2,1,0,Electronic check,49,749.25,FALSE,FALSE,TRUE,TRUE,TRUE,15.29,FALSE,FALSE,FALSE
0432-CAJZV,1,2,0,Mailed check,90.7,237.65,FALSE,FALSE,TRUE,TRUE,TRUE,2.62,FALSE,FALSE,FALSE
0434-CSFON,2,2,0,Electronic check,100.5,4707.1,TRUE,FALSE,TRUE,TRUE,TRUE,46.84,FALSE,TRUE,FALSE
0439-IFYUN,1,2,0,Electronic check,74.7,1294.6,TRUE,FALSE,TRUE,TRUE,TRUE,17.33,TRUE,FALSE,FALSE
0440-QEXBZ,2,1,0,Mailed check,50.15,2139.1,TRUE,FALSE,TRUE,TRUE,TRUE,42.65,FALSE,FALSE,FALSE
0447-BEMNG,0,1,0,Bank transfer (automatic),45.3,2145,TRUE,TRUE,FALSE,TRUE,FALSE,47.35,FALSE,TRUE,FALSE
0447-RXSGD,2,2,0,Bank transfer (automatic),99.65,2404.85,FALSE,FALSE,TRUE,TRUE,TRUE,24.13,FALSE,FALSE,FALSE
0455-XFASS,1,2,0,Electronic check,69.55,200.2,TRUE,FALSE,TRUE,TRUE,TRUE,2.88,FALSE,TRUE,TRUE
0461-CVKMU,1,2,0,Electronic check,83.8,1900.25,TRUE,TRUE,TRUE,TRUE,TRUE,22.68,FALSE,TRUE,TRUE
0463-WZZKO,1,0,0,Credit card (automatic),20.75,67.1,FALSE,FALSE,TRUE,FALSE,FALSE,3.23,FALSE,FALSE,FALSE
0463-ZSDNT,1,1,0,Bank transfer (automatic),56.75,503.25,FALSE,FALSE,TRUE,TRUE,TRUE,8.87,FALSE,FALSE,FALSE
0468-YRPXN,1,2,0,Credit card (automatic),98.8,2807.1,FALSE,FALSE,TRUE,TRUE,TRUE,28.41,FALSE,FALSE,FALSE
0475-RIJEP,2,2,0,Electronic check,77.85,3365.85,FALSE,TRUE,TRUE,TRUE,TRUE,43.24,FALSE,FALSE,FALSE
0480-BIXDE,1,2,0,Electronic check,96.8,1743.05,TRUE,FALSE,TRUE,TRUE,TRUE,18.01,FALSE,TRUE,FALSE
0484-JPBRU,2,0,0,Bank transfer (automatic),25.25,996.45,FALSE,FALSE,TRUE,FALSE,FALSE,39.46,FALSE,FALSE,FALSE
0486-HECZI,2,2,0,Electronic check,96.75,5238.9,FALSE,TRUE,TRUE,TRUE,TRUE,54.15,FALSE,TRUE,FALSE
0487-RPVUM,2,2,0,Bank transfer (automatic),99.4,5943.65,FALSE,FALSE,TRUE,TRUE,TRUE,59.8,FALSE,TRUE,FALSE
0487-VVUVK,1,0,0,Mailed check,19.15,477.6,FALSE,FALSE,TRUE,FALSE,FALSE,24.94,FALSE,TRUE,TRUE
0488-GSLFR,1,2,0,Electronic check,69.5,69.5,TRUE,TRUE,TRUE,TRUE,TRUE,1,FALSE,FALSE,FALSE
0491-KAPQG,2,2,0,Electronic check,73.7,1558.7,FALSE,FALSE,TRUE,TRUE,TRUE,21.15,FALSE,FALSE,FALSE
0495-RVCBF,1,2,0,Electronic check,79.7,79.7,TRUE,TRUE,TRUE,TRUE,TRUE,1,FALSE,FALSE,FALSE
0495-ZBNGW,2,2,0,Bank transfer (automatic),79.9,343.95,FALSE,TRUE,TRUE,TRUE,TRUE,4.3,TRUE,TRUE,FALSE
